"age","job","marital","education","balance","duration","campaign","subscribed"
36,"housemaid","married","secondary",2880,283,1,"no"
51,"blue-collar","divorced","secondary",1069,247,2,"no"
54,"self-employed","divorced","primary",4382,193,4,"no"
37,"management","married","tertiary",0,129,4,"no"
32,"technician","married","tertiary",3939,209,2,"no"
42,"self-employed","married","tertiary",753,31,1,"no"
29,"blue-collar","married","secondary",358,88,5,"no"
52,"blue-collar","married","primary",1141,22,5,"no"
40,"technician","married","secondary",1259,234,5,"no"
30,"services","married","secondary",227,23,1,"no"
55,"entrepreneur","divorced","secondary",538,353,2,"yes"
49,"management","married","tertiary",92,221,2,"no"
33,"technician","married","tertiary",8023,196,1,"no"
32,"services","single","secondary",2478,395,1,"no"
21,"student","single","secondary",6844,126,3,"no"
42,"technician","married","secondary",440,13,5,"no"
56,"self-employed","married","secondary",800,170,1,"no"
39,"unknown","single","secondary",914,20,1,"no"
30,"entrepreneur","single","secondary",638,358,6,"no"
55,"retired","married","secondary",159,159,1,"no"
43,"blue-collar","married","primary",483,225,3,"no"
53,"unemployed","married","secondary",94,493,1,"yes"
57,"retired","married","secondary",1044,585,1,"yes"
39,"self-employed","single",NA,0,13,11,"no"
56,"technician","divorced","tertiary",401,26,1,"no"
29,"services","single",NA,33,161,1,"no"
38,"blue-collar","married","primary",506,122,1,"no"
59,"management","married","tertiary",1881,456,2,"no"
42,"technician","single",NA,344,26,7,"no"
46,"blue-collar","married","primary",0,51,9,"no"
31,"admin.","married","secondary",3,37,12,"no"
35,"services","divorced","secondary",221,150,1,"no"
50,"self-employed","married","secondary",36,104,10,"no"
42,"blue-collar","married","primary",969,721,1,"no"
36,"services","single","secondary",760,9,13,"no"
25,"admin.","single","tertiary",220,68,1,"no"
42,"management","single","tertiary",10907,74,3,"no"
27,"student","single","tertiary",-148,146,3,"no"
32,"blue-collar","married","primary",415,777,4,"yes"
57,"management","married","tertiary",1341,339,2,"no"
48,"blue-collar","married","secondary",865,78,2,"no"
34,"blue-collar","divorced","secondary",-566,248,2,"no"
33,"services","married","secondary",210,201,1,"no"
26,"technician","single","secondary",1275,18,9,"no"
50,"blue-collar","married","secondary",579,83,4,"no"
60,"technician","single","tertiary",2934,233,2,"no"
47,"management","married","tertiary",6637,174,2,"no"
31,"management","married","tertiary",271,89,1,"no"
52,"technician","married","tertiary",0,145,3,"no"
36,"services","married","secondary",472,1017,1,"no"
43,"blue-collar","married","primary",487,548,2,"no"
30,"technician","single","tertiary",699,213,4,"no"
32,"blue-collar","married","secondary",150,210,1,"no"
31,"management","single","tertiary",1130,224,3,"no"
29,"management","single","secondary",584,541,19,"no"
48,"services","divorced","secondary",3186,104,1,"no"
32,"services","single","secondary",133,171,1,"yes"
30,"housemaid","single","tertiary",868,387,2,"no"
48,"blue-collar","married","secondary",480,830,1,"yes"
51,"blue-collar","married",NA,1883,57,1,"no"
34,"management","married","tertiary",606,97,1,"yes"
35,"blue-collar","married","secondary",603,474,2,"no"
49,"management","single","primary",548,115,6,"no"
36,"unemployed","married","secondary",-872,153,1,"no"
37,"blue-collar","divorced","secondary",33,106,2,"no"
37,"management","married","tertiary",1689,645,2,"no"
49,"blue-collar","married","primary",902,210,2,"no"
44,"services","divorced","secondary",0,97,1,"no"
40,"student","married","secondary",260,52,1,"no"
57,"technician","married","secondary",589,223,1,"no"
39,"technician","married","secondary",626,126,2,"no"
38,"services","married","secondary",0,1473,6,"no"
51,"blue-collar","divorced","secondary",78,723,2,"no"
27,"blue-collar","single","secondary",3792,279,2,"yes"
38,"blue-collar","single","tertiary",14058,293,20,"no"
30,"technician","single","secondary",-522,670,2,"yes"
36,"student","single",NA,386,359,2,"no"
37,"unemployed","married","secondary",1978,404,1,"yes"
53,"admin.","married","secondary",459,317,6,"no"
38,"unemployed","married","tertiary",2812,830,1,"yes"
48,"management","married","tertiary",5057,37,1,"no"
26,"housemaid","married","secondary",-759,191,1,"no"
33,"blue-collar","single","secondary",-416,767,2,"yes"
47,"technician","married",NA,2106,168,1,"no"
45,"management","divorced","tertiary",220,89,4,"no"
32,"blue-collar","divorced","secondary",0,746,2,"no"
69,"retired","married",NA,426,225,1,"yes"
65,"unknown","married",NA,4717,256,1,"yes"
37,"blue-collar","married","secondary",395,219,2,"no"
45,"blue-collar","divorced","primary",0,211,2,"no"
36,"blue-collar","married","secondary",-206,177,2,"no"
62,"self-employed","divorced","tertiary",6,216,1,"yes"
37,"management","married","tertiary",4039,106,2,"no"
39,"services","divorced","secondary",687,869,1,"yes"
38,"technician","single","secondary",-242,1173,3,"yes"
31,"management","married","tertiary",582,58,2,"no"
58,"blue-collar","divorced","primary",8218,124,10,"no"
44,"management","single","tertiary",1424,201,2,"no"
31,"blue-collar","married","secondary",92,688,1,"yes"
33,"technician","single","secondary",2085,501,2,"yes"
36,"technician","single","tertiary",197,260,1,"yes"
31,"technician","single","secondary",2305,139,1,"no"
45,"admin.","married","secondary",-547,214,2,"no"
30,"technician","single","tertiary",411,142,1,"no"
34,"blue-collar","married","secondary",584,154,2,"no"
34,"management","married","tertiary",997,81,1,"no"
39,"admin.","divorced","secondary",83,69,6,"no"
41,"management","married","tertiary",6563,136,8,"no"
32,"services","single","secondary",0,99,13,"no"
32,"management","single","tertiary",0,9,6,"no"
36,"blue-collar","married","primary",398,278,1,"no"
35,"admin.","married","tertiary",1145,82,2,"no"
32,"management","single","tertiary",2,100,2,"yes"
33,"management","single","tertiary",201,171,1,"no"
49,"entrepreneur","married","primary",563,84,1,"no"
35,"management","married","tertiary",3161,433,2,"no"
31,"technician","married","secondary",0,624,6,"no"
42,"management","married","secondary",1331,698,2,"no"
34,"housemaid","married","primary",2929,518,2,"yes"
32,"services","married","secondary",-220,123,2,"no"
29,"management","single","tertiary",5980,317,1,"no"
32,"services","single","secondary",48,8,3,"no"
50,"housemaid","single",NA,0,118,8,"no"
58,"retired","married","secondary",3382,294,2,"no"
59,"technician","married","secondary",2308,815,1,"yes"
25,"student","married","tertiary",10,857,4,"yes"
57,"services","married","secondary",162,174,1,"no"
30,"blue-collar","single","secondary",1073,1130,4,"no"
26,"services","single","secondary",1700,13,5,"no"
50,"services","single","primary",148,198,2,"no"
39,"services","married","secondary",0,503,1,"no"
45,"blue-collar","married","primary",185,249,3,"no"
37,"management","divorced","tertiary",896,343,2,"no"
47,"blue-collar","divorced","primary",1279,479,2,"no"
50,"technician","married","tertiary",199,116,2,"no"
40,"management","married","secondary",99,15,5,"no"
35,"blue-collar","married","primary",378,427,3,"no"
53,"management","married","tertiary",15,921,2,"yes"
35,"admin.","married","secondary",147,41,1,"no"
54,"technician","married","secondary",2225,73,2,"no"
35,"admin.","single","secondary",1810,65,2,"no"
31,"housemaid","married",NA,-6,94,2,"no"
46,"technician","divorced","secondary",435,192,3,"no"
52,"management","married","secondary",335,411,1,"yes"
34,"admin.","divorced","secondary",-251,641,1,"yes"
46,"services","divorced","secondary",5,305,2,"no"
54,"self-employed","married","secondary",641,472,1,"no"
37,"admin.","married","tertiary",0,115,1,"no"
39,"admin.","married","tertiary",722,141,1,"no"
50,"technician","married","tertiary",3337,24,14,"no"
44,"technician","divorced","secondary",0,264,5,"no"
56,"admin.","married","secondary",1504,66,2,"no"
40,"services","married","tertiary",35,318,4,"no"
36,"services","married","secondary",895,622,1,"no"
33,"management","married","tertiary",752,104,4,"no"
33,"blue-collar","single","secondary",1925,76,2,"no"
42,"services","married","secondary",-246,149,1,"no"
30,"self-employed","single","tertiary",901,601,1,"no"
33,"admin.","single","secondary",894,509,2,"no"
26,"blue-collar","single","secondary",592,174,1,"no"
26,"admin.","single","secondary",3529,57,2,"no"
37,"services","married","secondary",0,187,2,"no"
59,"retired","married","primary",0,493,2,"yes"
49,"blue-collar","married","primary",371,18,44,"no"
33,"blue-collar","single","primary",1,257,1,"no"
46,"technician","single","secondary",834,196,2,"no"
55,"entrepreneur","married","primary",298,144,3,"no"
49,"services","married","tertiary",306,285,7,"no"
51,"technician","married","secondary",143,627,1,"no"
27,"admin.","married","secondary",186,136,2,"no"
44,"technician","married","secondary",5597,27,3,"no"
40,"services","single","secondary",1547,88,2,"no"
36,"management","married","tertiary",1852,362,1,"no"
46,"admin.","single","secondary",1790,214,5,"no"
30,"services","single","secondary",20,404,6,"no"
35,"admin.","married","secondary",8652,103,6,"no"
31,"technician","single","secondary",1626,356,2,"no"
37,"admin.","married","secondary",749,219,1,"no"
49,"blue-collar","married",NA,51,984,1,"no"
27,"services","single","secondary",-1,60,2,"no"
32,"blue-collar","married","secondary",-32,145,1,"no"
70,"retired","divorced","secondary",6850,252,3,"no"
22,"technician","single","secondary",333,129,1,"no"
58,"blue-collar","married","secondary",-27,77,13,"no"
33,"blue-collar","married","secondary",932,226,1,"no"
83,"retired","divorced","primary",0,664,1,"no"
50,"management","divorced","tertiary",100,157,1,"no"
53,"blue-collar","married","secondary",-626,205,1,"no"
37,"management","single","tertiary",9,484,2,"no"
55,"services","divorced","primary",653,800,1,"no"
49,"admin.","married","secondary",3608,231,1,"yes"
41,"blue-collar","married","primary",293,102,1,"no"
40,"management","single","tertiary",36,240,3,"no"
48,"management","married","tertiary",263,350,2,"no"
27,"student","single","secondary",8366,458,2,"no"
30,"management","single","tertiary",2186,366,1,"no"
37,"entrepreneur","single","secondary",20453,115,1,"no"
37,"services","single","secondary",105,260,4,"no"
40,"blue-collar","married","secondary",440,327,2,"no"
73,"retired","married",NA,519,434,1,"yes"
50,"management","married","tertiary",19447,166,1,"no"
53,"blue-collar","married","primary",225,171,7,"no"
47,"blue-collar","married","secondary",2548,577,1,"no"
33,"technician","divorced","secondary",0,224,8,"no"
50,"blue-collar","married",NA,2284,1088,17,"yes"
51,"blue-collar","married","primary",40,79,1,"no"
42,"housemaid","divorced","tertiary",364,52,1,"no"
34,"technician","single","secondary",174,259,4,"no"
44,"technician","married","secondary",10888,163,1,"no"
32,"admin.","married","secondary",0,159,2,"no"
60,"retired","married","tertiary",225,54,2,"no"
60,"retired","divorced","tertiary",2131,421,6,"no"
29,"blue-collar","single","secondary",-20,574,1,"yes"
39,"management","single","secondary",36,70,2,"no"
47,"blue-collar","married","primary",2642,310,2,"no"
30,"admin.","married","tertiary",400,223,1,"no"
31,"technician","single","tertiary",1214,39,1,"no"
34,"management","single","tertiary",-292,181,6,"no"
51,"admin.","married","secondary",1415,151,3,"no"
38,"blue-collar","married","secondary",213,270,15,"no"
47,"admin.","single","secondary",2540,110,5,"no"
46,"housemaid","single","tertiary",3232,94,2,"no"
33,"management","married","tertiary",296,90,2,"no"
30,"management","married","tertiary",42,115,6,"no"
40,"technician","married","secondary",697,220,2,"no"
38,"blue-collar","single","secondary",13156,291,4,"no"
63,"retired","divorced","secondary",1490,506,1,"yes"
33,"management","married","tertiary",150,151,2,"no"
59,"retired","married","secondary",0,812,1,"yes"
29,"management","single","tertiary",4210,119,1,"no"
54,"services","divorced","secondary",1012,33,3,"no"
57,"technician","married","secondary",16063,352,3,"no"
57,"blue-collar","married","primary",5431,383,1,"no"
28,"services","single","secondary",317,21,3,"no"
30,"technician","single","secondary",4787,266,1,"no"
28,"blue-collar","married","secondary",225,866,2,"no"
45,"services","divorced","primary",3854,10,3,"no"
29,"services","divorced","secondary",92,240,1,"no"
42,"blue-collar","married","primary",-10,291,4,"no"
31,"blue-collar","married","secondary",-617,115,2,"no"
59,"housemaid","divorced","primary",195,366,2,"no"
41,"blue-collar","married","primary",1172,153,1,"no"
57,"housemaid","married","secondary",0,197,2,"no"
43,"services","divorced","secondary",0,106,4,"no"
30,"services","divorced","secondary",-94,41,2,"no"
26,"admin.","single","secondary",609,112,1,"no"
52,"management","single","tertiary",4,30,9,"no"
32,"entrepreneur","divorced","secondary",1121,211,3,"no"
39,"management","divorced","tertiary",355,313,5,"no"
31,"blue-collar","married","secondary",3653,252,1,"no"
83,"retired","divorced","primary",1097,181,1,"yes"
34,"management","married","tertiary",436,118,4,"no"
40,"blue-collar","married","secondary",4795,57,1,"no"
39,"self-employed","married","secondary",266,102,2,"no"
50,"unemployed","married","secondary",3357,239,4,"yes"
30,"technician","married","tertiary",101,187,3,"no"
43,"blue-collar","married","secondary",10910,66,2,"no"
49,"blue-collar","married","secondary",1568,206,6,"no"
41,"retired","single","primary",0,239,1,"no"
35,"blue-collar","married","secondary",305,7,7,"no"
57,"retired","married","tertiary",31,260,2,"no"
29,"entrepreneur","married","secondary",452,347,1,"no"
48,"admin.","married","secondary",5,697,2,"no"
38,"entrepreneur","divorced","tertiary",7929,182,3,"no"
41,"entrepreneur","married","primary",39,549,2,"yes"
39,"housemaid","married","primary",267,1151,5,"no"
31,"management","married","tertiary",4945,445,1,"no"
51,"technician","married","secondary",463,213,5,"no"
35,"unemployed","single","secondary",2116,409,2,"no"
45,"admin.","divorced","secondary",59,873,8,"yes"
28,"blue-collar","married","secondary",131,147,5,"no"
57,"retired","married","secondary",107,85,2,"no"
36,"unemployed","married","secondary",-35,339,3,"no"
49,"technician","married","primary",230,96,1,"no"
34,"management","single","tertiary",2679,195,1,"no"
65,"retired","married","primary",493,622,1,"no"
26,"services","single","secondary",256,101,2,"no"
52,"blue-collar","married","primary",-133,96,2,"no"
32,"blue-collar","single","secondary",811,563,1,"yes"
33,"unemployed","married","tertiary",302,670,1,"no"
43,"management","married","tertiary",3529,190,3,"no"
26,"technician","single","tertiary",75,351,1,"no"
45,"technician","married","secondary",999,215,6,"no"
30,"management","single","tertiary",7845,59,1,"no"
37,"services","divorced","primary",260,446,2,"no"
